orth_,lemma_,tag_,pos_,dep_,head,is_stop,is_punct,is_digit
rodzinne,rodzinny,ADJ,ADJ,amod,zabawy,False,False,False
zabawy,zabawa,SUBST,NOUN,conj,zajęcia,False,False,False
tematyczne,tematyczny,ADJ,ADJ,amod,zabawy,False,False,False
rozbudowa,rozbudowa,SUBST,NOUN,nmod,zajęcia,False,False,False
placu,plac,SUBST,NOUN,nmod,zajęcia,False,False,False
zabaw,zabawa,SUBST,NOUN,nmod:arg,placu,False,False,False
przy,przy,PREP,ADP,case,ulicy,True,False,False
ulicy,ulica,SUBST,NOUN,nmod,placu,False,False,False
widocznej,widoczny,ADJ,ADJ,amod,placu,False,False,False
wygodne,wygodny,ADJ,ADJ,amod,przesiadki,False,False,False
przesiadki,przesiadka,SUBST,NOUN,iobj,widocznej,False,False,False
",",",",INTERP,PUNCT,punct,chodniki,False,True,False
wygodne,wygodny,ADJ,ADJ,amod,chodniki,False,False,False
chodniki,chodnik,SUBST,NOUN,conj,placu,False,False,False
oraz,oraz,CONJ,CCONJ,cc,upiększenie,True,False,False
upiększenie,upiększenie,GER,NOUN,conj,zajęcia,False,False,False
rejonu,rejon,SUBST,NOUN,obj,upiększenie,False,False,False
przy,przy,PREP,ADP,case,dworcu,True,False,False
dworcu,dworzec,SUBST,NOUN,nmod,upiększenie,False,False,False
pkp,pkp,SUBST,PROPN,flat,dworcu,False,False,False
stadion,stadion,SUBST,NOUN,obj,upiększenie,False,False,False
.,.,INTERP,PUNCT,punct,zajęcia,False,True,False
rewitalizacja,rewitalizacja,SUBST,NOUN,ROOT,rewitalizacja,False,False,False
terenu,teren,SUBST,NOUN,nmod:arg,rewitalizacja,False,False,False
zielonego,zielony,ADJ,ADJ,amod,terenu,False,False,False
wraz,wraz,ADV,ADV,case,utworzeniem,False,False,False
z,z,PREP,ADP,fixed,wraz,True,False,False
utworzeniem,utworzeniem,GER,NOUN,nmod,rewitalizacja,False,False,False
źródła,źródło,SUBST,NOUN,nmod:arg,utworzeniem,False,False,False
wody,woda,SUBST,NOUN,nmod:arg,źródła,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,utworzeniem,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
jadźwingów,jadźwingów,SUBST,NOUN,amod,ul,False,False,False
22,22,ADJ,X,amod,jadźwingów,False,False,True
z,z,PREP,ADP,case,górki,True,False,False
górki,górka,SUBST,NOUN,nmod,ul,False,False,False
na,na,PREP,ADP,case,pazurki,True,False,False
pazurki,pazurek,SUBST,NOUN,nmod,ul,False,False,False
czyli,czyli,CONJ,CCONJ,cc,górka,True,False,False
bezpieczna,bezpieczny,ADJ,ADJ,amod,górka,False,False,False
górka,górka,SUBST,NOUN,conj,rewitalizacja,False,False,False
saneczkowa,saneczkowy,ADJ,ADJ,nmod,górka,False,False,False
magiczny,magiczny,ADJ,ADJ,amod,dywan,False,False,False
dywan,dywan,SUBST,NOUN,nmod,rewitalizacja,False,False,False
-,-,INTERP,PUNCT,punct,zabawa,False,True,False
zabawa,zabawa,SUBST,NOUN,conj,dywan,False,False,False
",",",",INTERP,PUNCT,punct,edukacja,False,True,False
edukacja,edukacja,SUBST,NOUN,conj,zabawa,False,False,False
",",",",INTERP,PUNCT,punct,rozwój,False,True,False
rozwój,rozwój,SUBST,NOUN,conj,zabawa,False,False,False
sentymentalne,sentymentalny,ADJ,ADJ,amod,piosenki,False,False,False
piosenki,piosenka,SUBST,NOUN,conj,zabawa,False,False,False
-,-,INTERP,PUNCT,punct,wydanie,False,True,False
wydanie,wydanie,GER,NOUN,conj,rewitalizacja,False,False,False
płyty,płyta,SUBST,NOUN,obj,wydanie,False,False,False
zespołu,zespół,SUBST,NOUN,nmod,płyty,False,False,False
młodzieżowego,młodzieżowy,ADJ,ADJ,amod,zespołu,False,False,False
.,.,INTERP,PUNCT,punct,rewitalizacja,False,True,False
koncert,koncert,SUBST,NOUN,ROOT,koncert,False,False,False
dla,dla,PREP,ADP,case,mieszkańców,True,False,False
mieszkańców,mieszkaniec,SUBST,NOUN,nmod,koncert,False,False,False
dzielnicy,dzielnica,SUBST,NOUN,nmod,mieszkańców,False,False,False
żoliborz,żoliborz,SUBST,ADJ,amod,koncert,False,False,False
inaugurujący,inaugurujący,PACT,ADJ,acl,wydanie,False,False,False
wydanie,wydanie,GER,NOUN,nmod:arg,koncert,False,False,False
płyty,płyta,SUBST,NOUN,obj,wydanie,False,False,False
.,.,INTERP,PUNCT,punct,koncert,False,True,False
artystyczne,artystyczny,ADJ,ADJ,amod,spotkania,False,False,False
spotkania,spotkanie,SUBST,NOUN,ROOT,spotkania,False,False,False
kobiet,kobieta,SUBST,NOUN,nmod,spotkania,False,False,False
film,film,SUBST,NOUN,nmod,spotkania,False,False,False
dokumentalny,dokumentalny,ADJ,ADJ,amod,film,False,False,False
o,o,PREP,ADP,case,akademii,True,False,False
akademii,akademia,SUBST,NOUN,nmod,film,False,False,False
wychowania,wychowanie,SUBST,NOUN,nmod,akademii,False,False,False
fizycznego,fizyczny,ADJ,ADJ,amod,wychowania,False,False,False
budowa,budowa,SUBST,NOUN,nmod,spotkania,False,False,False
spowalniaczy,spowalniacz,ADJ,NOUN,amod,budowa,False,False,False
ruchu,rucho,SUBST,NOUN,nmod:arg,budowa,False,False,False
na,na,PREP,ADP,case,ulicy,True,False,False
ulicy,ulica,SUBST,NOUN,nmod,ruchu,False,False,False
wągrowieckiej,wągrowiecki,ADJ,ADJ,amod,ulicy,False,False,False
.,.,INTERP,PUNCT,punct,spotkania,False,True,False
uzupełnij,uzupełnić,IMPT,VERB,ROOT,uzupełnij,False,False,False
rowerowe,rowerowy,ADJ,ADJ,amod,dziury,False,False,False
dziury,dziura,SUBST,NOUN,obj,uzupełnij,False,False,False
na,na,PREP,ADP,case,zabranieckiej,True,False,False
zabranieckiej,zabranieckiej,SUBST,ADJ,obl,uzupełnij,False,False,False
!,!,INTERP,PUNCT,punct,uzupełnij,False,True,False
iluminacja,iluminacja,SUBST,NOUN,nsubj,żoliborza,False,False,False
ciągu,ciąg,SUBST,NOUN,nmod,iluminacja,False,False,False
pieszo,pieszo,ADJA,ADV,parataxis:insert,iluminacja,False,False,False
-,-,INTERP,PUNCT,punct,jezdnego,False,True,False
jezdnego,jezdny,ADJ,ADJ,conj,pieszo,False,False,False
"""","""",INTERP,PUNCT,punct,petit,False,True,False
petit,petit,SUBST,X,appos,pieszo,False,False,False
paris,paris,SUBST,X,flat,petit,False,False,False
mistrzowie,mistrz,SUBST,NOUN,nmod,iluminacja,False,False,False
kameralistyki,kameralistyka,SUBST,NOUN,nmod,mistrzowie,False,False,False
w,w,PREP,ADP,case,zerzniu,True,False,False
zerzniu,zerzniu,GER,NOUN,nmod,mistrzowie,False,False,False
kompozytorzy,kompozytor,SUBST,NOUN,nmod:arg,zerzniu,False,False,False
żoliborscy,żoliborski,SUBST,ADJ,amod,kompozytorzy,False,False,False
-,-,INTERP,PUNCT,punct,nagranie,False,True,False
nagranie,nagranie,GER,NOUN,appos,mistrzowie,False,False,False
płyty,płyta,SUBST,NOUN,obj,nagranie,False,False,False
z,z,PREP,ADP,case,utworami,True,False,False
utworami,utwór,SUBST,NOUN,nmod,nagranie,False,False,False
światowego,światowy,ADJ,ADJ,amod,formatu,False,False,False
formatu,format,SUBST,NOUN,nmod,utworami,False,False,False
kompozytorów,kompozytor,SUBST,NOUN,nmod:arg,formatu,False,False,False
",",",",INTERP,PUNCT,punct,mieszkańców,False,True,False
mieszkańców,mieszkaniec,SUBST,NOUN,conj,mistrzowie,False,False,False
żoliborza,żoliborza,SUBST,VERB,amod,przejście,False,False,False
przejście,przejście,GER,NOUN,ROOT,przejście,False,False,False
dla,dla,PREP,ADP,case,pieszych,True,False,False
pieszych,pieszy,SUBST,NOUN,nmod,przejście,False,False,False
przy,przy,PREP,ADP,case,przystanku,True,False,False
przystanku,przystanek,SUBST,NOUN,nmod,przejście,False,False,False
barszczewska,barszczewska,ADJ,PROPN,amod,fortepian,False,False,False
fortepian,fortepian,SUBST,NOUN,nmod,przejście,False,False,False
dla,dla,PREP,ADP,case,strefy,True,False,False
wawerskiej,wawerski,ADJ,ADJ,amod,strefy,False,False,False
strefy,strefa,SUBST,NOUN,nmod,przejście,False,False,False
kultury,kultura,SUBST,NOUN,nmod:flat,strefy,False,False,False
mural,mural,SUBST,NOUN,nmod,strefy,False,False,False
miasta,miasto,SUBST,NOUN,nmod,mural,False,False,False
–,–,INTERP,PUNCT,punct,ogrodu,False,True,False
ogrodu,ogród,SUBST,NOUN,nmod,mural,False,False,False
włochy,włochy,SUBST,PROPN,nmod,ogrodu,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,strefy,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
globusowej,globusowy,ADJ,ADJ,amod,scena,False,False,False
scena,scena,SUBST,NOUN,nmod,ul,False,False,False
koncertowa,koncertowy,ADJ,ADJ,amod,scena,False,False,False
(,(,INTERP,PUNCT,punct,mobilna,False,True,False
mobilna,mobilny,SUBST,ADJ,amod,scena,False,False,False
),),SUBST,PUNCT,punct,mobilna,False,True,False
.,.,INTERP,PUNCT,punct,przejście,False,True,False
upamiętnienie,upamiętnienie,GER,NOUN,ROOT,upamiętnienie,False,False,False
100,100,NUM,NUM,nummod,lat,False,False,True
lat,rok,SUBST,NOUN,obj,upamiętnienie,False,False,False
niepodległości,niepodległość,SUBST,NOUN,nmod:arg,lat,False,False,False
na,na,PREP,ADP,case,żoliborzu,True,False,False
żoliborzu,żoliborzu,SUBST,NOUN,obl:arg,upamiętnienie,False,False,False
-,-,INTERP,PUNCT,punct,zakochaj,False,True,False
konkurs,konkurs,SUBST,NOUN,nsubj,zakochaj,False,False,False
rzeźby,rzeźba,SUBST,NOUN,nmod,konkurs,False,False,False
rewitalizacja,rewitalizacja,SUBST,NOUN,nmod,konkurs,False,False,False
nawierzchni,nawierzchnia,SUBST,NOUN,nmod:arg,rewitalizacja,False,False,False
na,na,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,rewitalizacja,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
różanej,różany,ADJ,ADJ,amod,ul,False,False,False
na,na,PREP,ADP,case,odcinku,True,False,False
odcinku,odcinek,SUBST,NOUN,nmod,rewitalizacja,False,False,False
od,od,PREP,ADP,case,al,True,False,False
al,al,SUBST,X,nmod,odcinku,False,False,False
niepodległości,niepodległość,SUBST,NOUN,nmod,al,False,False,False
do,do,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,odcinku,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
kazimierzowskiej,kazimierzowski,ADJ,ADJ,amod,rewitalizacja,False,False,False
rewitalizacja,rewitalizacja,SUBST,NOUN,nmod,ul,False,False,False
chodnika,chodnik,SUBST,NOUN,nmod,rewitalizacja,False,False,False
na,na,PREP,ADP,case,obchody,True,False,False
powsińskiej,powsińskiej,ADJ,ADJ,acl,obchody,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,obl,powsińskiej,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
okrężnej,okrężny,ADJ,ADJ,amod,obchody,False,False,False
obchody,obchód,SUBST,NOUN,nmod,rewitalizacja,False,False,False
światowego,światowy,ADJ,ADJ,amod,dnia,False,False,False
dnia,dzień,SUBST,NOUN,nmod:arg,obchody,False,False,False
głosu,głos,SUBST,NOUN,nmod:arg,dnia,False,False,False
zakochaj,zakochać,IMPT,VERB,conj,upamiętnienie,False,False,False
się,się,QUB,PRON,expl:pv,zakochaj,True,False,False
w,w,PREP,ADP,case,operze,True,False,False
operze,opera,SUBST,NOUN,obl,zakochaj,False,False,False
stylowe,stylowy,ADJ,ADJ,amod,latarnie,False,False,False
latarnie,latarnia,SUBST,NOUN,obj,zakochaj,False,False,False
na,na,PREP,ADP,punct,płatowcowej,True,False,False
eleganckiej,elegancki,ADJ,ADJ,parataxis:insert,na,False,False,False
płatowcowej,płatowcowej,ADJ,ADJ,amod,lekcji,False,False,False
100,100,NUM,NUM,nummod,lekcji,False,False,True
bezpłatnych,bezpłatny,ADJ,ADJ,amod,lekcji,False,False,False
lekcji,lekcja,SUBST,NOUN,nmod,latarnie,False,False,False
angielskiego,angielski,ADJ,NOUN,nmod,lekcji,False,False,False
dla,dla,PREP,ADP,case,mieszkańców,True,False,False
mieszkańców,mieszkaniec,SUBST,NOUN,nmod,latarnie,False,False,False
dzielnicy,dzielnica,SUBST,NOUN,nmod:arg,mieszkańców,False,False,False
włochy,włochy,SUBST,PROPN,nmod,dzielnicy,False,False,False
+,+,INTERP,PUNCT,punct,dostęp,False,False,False
dostęp,dostęp,SUBST,NOUN,conj,latarnie,False,False,False
do,do,PREP,ADP,case,aplikacji,True,False,False
aplikacji,aplikacja,SUBST,NOUN,nmod:arg,dostęp,False,False,False
rozbudowującej,rozbudowującej,PACT,ADJ,acl,aplikacji,False,False,False
słownictwo,słownictwo,SUBST,NOUN,obj,rozbudowującej,False,False,False
rampa,rampa,SUBST,NOUN,nmod:arg,dostęp,False,False,False
skateparkowa,skateparkowa,ADJ,ADJ,amod,rampa,False,False,False
-,-,INTERP,PUNCT,punct,zabawa,False,True,False
fajna,fajny,ADJ,ADJ,amod,zabawa,False,False,False
zabawa,zabawa,SUBST,NOUN,conj,upamiętnienie,False,False,False
dla,dla,PREP,ADP,case,każdego,True,False,False
każdego,każdego,ADJ,DET,nmod,zabawa,False,False,False
.,.,INTERP,PUNCT,punct,upamiętnienie,False,True,False
dobre,dobry,ADJ,ADJ,amod,grzyby,False,False,False
grzyby,grzyb,SUBST,NOUN,nsubj,walczy,False,False,False
(,(,SUBST,PUNCT,punct,mikoryza,False,True,False
mikoryza,mikoryza,SUBST,NOUN,nmod,grzyby,False,False,False
),),INTERP,PUNCT,punct,mikoryza,False,True,False
dla,dla,PREP,ADP,case,drzew,True,False,False
drzew,drzewo,SUBST,NOUN,nmod,grzyby,False,False,False
pola,pole,SUBST,NOUN,nmod,drzew,False,False,False
mokotowskiego,mokotowski,ADJ,ADJ,amod,pola,False,False,False
gocław,gocław,SUBST,PROPN,nsubj,walczy,False,False,False
walczy,walczyć,FIN,VERB,ROOT,walczy,False,False,False
ze,z,PREP,ADP,case,smogiem,True,False,False
smogiem,smog,SUBST,NOUN,obl:arg,walczy,False,False,False
.,.,INTERP,PUNCT,punct,walczy,False,True,False
sadzimy,sadzić,FIN,VERB,ROOT,sadzimy,False,False,False
rośliny,roślina,SUBST,NOUN,obj,sadzimy,False,False,False
zimozielone,zimozielony,ADJ,ADJ,amod,budowa,False,False,False
budowa,budowa,SUBST,NOUN,obj,sadzimy,False,False,False
dużego,duży,ADJ,ADJ,amod,skateparkuu,False,False,False
skateparkuu,skateparkuu,SUBST,NOUN,nmod:arg,budowa,False,False,False
na,na,PREP,ADP,case,gocławiu,True,False,False
gocławiu,gocławiu,SUBST,NOUN,nmod,skateparkuu,False,False,False
dla,dla,PREP,ADP,case,pragi,True,False,False
całej,cały,ADJ,ADJ,amod,pragi,False,False,False
